country,year,age_group,sex
Saint Kitts and Nevis,2019,55-64,m
Saint Kitts and Nevis,2019,65plus,f
Saint Kitts and Nevis,2019,65plus,m
Saint Kitts and Nevis,2019,all,a
Saint Kitts and Nevis,2019,all,f
Saint Kitts and Nevis,2019,all,m
Saint Lucia,2019,0-14,a
Saint Lucia,2019,0-14,f
Saint Lucia,2019,0-14,m
Saint Lucia,2019,0-4,f
Saint Lucia,2019,0-4,m
Saint Lucia,2019,15-24,f
Saint Lucia,2019,15-24,m
Saint Lucia,2019,15plus,a
Saint Lucia,2019,15plus,a
Saint Lucia,2019,15plus,f
Saint Lucia,2019,15plus,f
Saint Lucia,2019,15plus,m
Saint Lucia,2019,15plus,m
Saint Lucia,2019,18plus,a
Saint Lucia,2019,18plus,f
Saint Lucia,2019,18plus,m
Saint Lucia,2019,25-34,f
Saint Lucia,2019,25-34,m
Saint Lucia,2019,35-44,f
Saint Lucia,2019,35-44,m
Saint Lucia,2019,45-54,f
Saint Lucia,2019,45-54,m
Saint Lucia,2019,14-May,f
Saint Lucia,2019,14-May,m
Saint Lucia,2019,55-64,f
Saint Lucia,2019,55-64,m
Saint Lucia,2019,65plus,f
Saint Lucia,2019,65plus,m
Saint Lucia,2019,all,a
Saint Lucia,2019,all,f
Saint Lucia,2019,all,m
Saint Vincent and the Grenadines,2019,0-14,a
Saint Vincent and the Grenadines,2019,0-14,f
Saint Vincent and the Grenadines,2019,0-14,m
Saint Vincent and the Grenadines,2019,0-4,f
Saint Vincent and the Grenadines,2019,0-4,m
Saint Vincent and the Grenadines,2019,15-24,f
Saint Vincent and the Grenadines,2019,15-24,m
Saint Vincent and the Grenadines,2019,15plus,a
Saint Vincent and the Grenadines,2019,15plus,a
Saint Vincent and the Grenadines,2019,15plus,f
Saint Vincent and the Grenadines,2019,15plus,f
Saint Vincent and the Grenadines,2019,15plus,m
Saint Vincent and the Grenadines,2019,15plus,m
Saint Vincent and the Grenadines,2019,18plus,a
Saint Vincent and the Grenadines,2019,18plus,f
Saint Vincent and the Grenadines,2019,18plus,m
Saint Vincent and the Grenadines,2019,25-34,f
Saint Vincent and the Grenadines,2019,25-34,m
Saint Vincent and the Grenadines,2019,35-44,f
Saint Vincent and the Grenadines,2019,35-44,m
Saint Vincent and the Grenadines,2019,45-54,f
Saint Vincent and the Grenadines,2019,45-54,m
Saint Vincent and the Grenadines,2019,14-May,f
Saint Vincent and the Grenadines,2019,14-May,m
Saint Vincent and the Grenadines,2019,55-64,f
Saint Vincent and the Grenadines,2019,55-64,m
Saint Vincent and the Grenadines,2019,65plus,f
Saint Vincent and the Grenadines,2019,65plus,m
Saint Vincent and the Grenadines,2019,all,a
Saint Vincent and the Grenadines,2019,all,a
Saint Vincent and the Grenadines,2019,all,f
Saint Vincent and the Grenadines,2019,all,m
Samoa,2019,0-14,a
Samoa,2019,0-14,f
Samoa,2019,0-14,m
Samoa,2019,0-4,f
Samoa,2019,0-4,m
Samoa,2019,15-24,f
Samoa,2019,15-24,m
Samoa,2019,15plus,a
Samoa,2019,15plus,a
Samoa,2019,15plus,a
Samoa,2019,15plus,f
Samoa,2019,15plus,f
Samoa,2019,15plus,f
Samoa,2019,15plus,m
Samoa,2019,15plus,m
Samoa,2019,15plus,m
Samoa,2019,18plus,a
Samoa,2019,18plus,f
Samoa,2019,18plus,m
Samoa,2019,25-34,f
Samoa,2019,25-34,m
Samoa,2019,35-44,f
Samoa,2019,35-44,m
Samoa,2019,45-54,f
Samoa,2019,45-54,m
Samoa,2019,14-May,f
Samoa,2019,14-May,m
Samoa,2019,55-64,f
Samoa,2019,55-64,m
Samoa,2019,65plus,f
Samoa,2019,65plus,m
Samoa,2019,all,a
Samoa,2019,all,a
Samoa,2019,all,f
Samoa,2019,all,m
San Marino,2019,0-14,a
San Marino,2019,0-14,f
San Marino,2019,0-14,m
San Marino,2019,0-4,f
San Marino,2019,0-4,m
San Marino,2019,15-24,f
San Marino,2019,15-24,m
San Marino,2019,15plus,a
San Marino,2019,15plus,f
San Marino,2019,15plus,m
San Marino,2019,25-34,f
San Marino,2019,25-34,m
San Marino,2019,35-44,f
San Marino,2019,35-44,m
San Marino,2019,45-54,f
San Marino,2019,45-54,m
San Marino,2019,14-May,f
San Marino,2019,14-May,m
San Marino,2019,55-64,f
San Marino,2019,55-64,m
San Marino,2019,65plus,f
San Marino,2019,65plus,m
San Marino,2019,all,a
San Marino,2019,all,f
San Marino,2019,all,m
Sao Tome and Principe,2019,0-14,a
Sao Tome and Principe,2019,0-14,f
Sao Tome and Principe,2019,0-14,m
Sao Tome and Principe,2019,0-4,f
Sao Tome and Principe,2019,0-4,m
Sao Tome and Principe,2019,15-24,f
Sao Tome and Principe,2019,15-24,m
Sao Tome and Principe,2019,15plus,a
Sao Tome and Principe,2019,15plus,a
Sao Tome and Principe,2019,15plus,a
Sao Tome and Principe,2019,15plus,f
Sao Tome and Principe,2019,15plus,f
Sao Tome and Principe,2019,15plus,f
Sao Tome and Principe,2019,15plus,m
Sao Tome and Principe,2019,15plus,m
Sao Tome and Principe,2019,15plus,m
Sao Tome and Principe,2019,18plus,a
Sao Tome and Principe,2019,18plus,f
Sao Tome and Principe,2019,18plus,m
Sao Tome and Principe,2019,25-34,f
Sao Tome and Principe,2019,25-34,m
Sao Tome and Principe,2019,35-44,f
Sao Tome and Principe,2019,35-44,m
Sao Tome and Principe,2019,45-54,f
Sao Tome and Principe,2019,45-54,m
Sao Tome and Principe,2019,14-May,f
Sao Tome and Principe,2019,14-May,m
Sao Tome and Principe,2019,55-64,f
Sao Tome and Principe,2019,55-64,m
Sao Tome and Principe,2019,65plus,f
Sao Tome and Principe,2019,65plus,m
Sao Tome and Principe,2019,all,a
Sao Tome and Principe,2019,all,a
Sao Tome and Principe,2019,all,f
Sao Tome and Principe,2019,all,m
Saudi Arabia,2019,0-14,a
Saudi Arabia,2019,0-14,f
Saudi Arabia,2019,0-14,m
Saudi Arabia,2019,0-4,f
Saudi Arabia,2019,0-4,m
Saudi Arabia,2019,15-24,f
Saudi Arabia,2019,15-24,m
Saudi Arabia,2019,15plus,a
Saudi Arabia,2019,15plus,a
Saudi Arabia,2019,15plus,a
Saudi Arabia,2019,15plus,f
Saudi Arabia,2019,15plus,f
Saudi Arabia,2019,15plus,f
Saudi Arabia,2019,15plus,m
Saudi Arabia,2019,15plus,m
Saudi Arabia,2019,15plus,m
Saudi Arabia,2019,18plus,a
Saudi Arabia,2019,18plus,f
Saudi Arabia,2019,18plus,m
Saudi Arabia,2019,25-34,f
Saudi Arabia,2019,25-34,m
Saudi Arabia,2019,35-44,f
Saudi Arabia,2019,35-44,m
Saudi Arabia,2019,45-54,f
Saudi Arabia,2019,45-54,m
Saudi Arabia,2019,14-May,f
Saudi Arabia,2019,14-May,m
Saudi Arabia,2019,55-64,f
Saudi Arabia,2019,55-64,m
Saudi Arabia,2019,65plus,f
Saudi Arabia,2019,65plus,m
Saudi Arabia,2019,all,a
Saudi Arabia,2019,all,a
Saudi Arabia,2019,all,a
Saudi Arabia,2019,all,f
Saudi Arabia,2019,all,m
Senegal,2019,0-14,a
Senegal,2019,0-14,f
Senegal,2019,0-14,m
Senegal,2019,0-4,f
Senegal,2019,0-4,m
Senegal,2019,15-24,f
Senegal,2019,15-24,m
Senegal,2019,15plus,a
Senegal,2019,15plus,a
Senegal,2019,15plus,a
Senegal,2019,15plus,f
Senegal,2019,15plus,f
Senegal,2019,15plus,f
Senegal,2019,15plus,m
Senegal,2019,15plus,m
Senegal,2019,15plus,m
Senegal,2019,18plus,a
Senegal,2019,18plus,f
Senegal,2019,18plus,m
Senegal,2019,25-34,f
Senegal,2019,25-34,m
Senegal,2019,35-44,f
Senegal,2019,35-44,m
Senegal,2019,45-54,f
Senegal,2019,45-54,m
Senegal,2019,14-May,f
Senegal,2019,14-May,m
Senegal,2019,55-64,f
Senegal,2019,55-64,m
Senegal,2019,65plus,f
Senegal,2019,65plus,m
Senegal,2019,all,a
Senegal,2019,all,a
Senegal,2019,all,a
Senegal,2019,all,f
Senegal,2019,all,m
Serbia,2019,0-14,a
Serbia,2019,0-14,f
Serbia,2019,0-14,m
Serbia,2019,0-4,f
Serbia,2019,0-4,m
Serbia,2019,15-24,f
Serbia,2019,15-24,m
Serbia,2019,15plus,a
Serbia,2019,15plus,a
Serbia,2019,15plus,a
Serbia,2019,15plus,f
Serbia,2019,15plus,f
Serbia,2019,15plus,f
Serbia,2019,15plus,m
Serbia,2019,15plus,m
Serbia,2019,15plus,m
Serbia,2019,18plus,a
Serbia,2019,18plus,f
Serbia,2019,18plus,m
Serbia,2019,25-34,f
Serbia,2019,25-34,m
Serbia,2019,35-44,f
Serbia,2019,35-44,m
Serbia,2019,45-54,f
Serbia,2019,45-54,m
Serbia,2019,14-May,f
Serbia,2019,14-May,m
Serbia,2019,55-64,f
Serbia,2019,55-64,m
Serbia,2019,65plus,f
Serbia,2019,65plus,m
Serbia,2019,all,a
Serbia,2019,all,a
Serbia,2019,all,a
Serbia,2019,all,f
Serbia,2019,all,m
Seychelles,2019,0-14,a
Seychelles,2019,0-14,f
Seychelles,2019,0-14,m
Seychelles,2019,0-4,f
Seychelles,2019,0-4,m
Seychelles,2019,15-24,f
Seychelles,2019,15-24,m
Seychelles,2019,15plus,a
Seychelles,2019,15plus,a
Seychelles,2019,15plus,a
Seychelles,2019,15plus,f
Seychelles,2019,15plus,f
Seychelles,2019,15plus,f
Seychelles,2019,15plus,m
Seychelles,2019,15plus,m
Seychelles,2019,15plus,m
Seychelles,2019,18plus,a
Seychelles,2019,18plus,f
Seychelles,2019,18plus,m
Seychelles,2019,25-34,f
Seychelles,2019,25-34,m
Seychelles,2019,35-44,f
Seychelles,2019,35-44,m
Seychelles,2019,45-54,f
Seychelles,2019,45-54,m
Seychelles,2019,14-May,f
Seychelles,2019,14-May,m
Seychelles,2019,55-64,f
Seychelles,2019,55-64,m
Seychelles,2019,65plus,f
Seychelles,2019,65plus,m
Seychelles,2019,all,a
Seychelles,2019,all,f
Seychelles,2019,all,m
Sierra Leone,2019,0-14,a
Sierra Leone,2019,0-14,f
Sierra Leone,2019,0-14,m
Sierra Leone,2019,0-4,f
Sierra Leone,2019,0-4,m
Sierra Leone,2019,15-24,f
Sierra Leone,2019,15-24,m
Sierra Leone,2019,15plus,a
Sierra Leone,2019,15plus,a
Sierra Leone,2019,15plus,a
Sierra Leone,2019,15plus,f
Sierra Leone,2019,15plus,f
Sierra Leone,2019,15plus,f
Sierra Leone,2019,15plus,m
Sierra Leone,2019,15plus,m
Sierra Leone,2019,15plus,m
Sierra Leone,2019,18plus,a
Sierra Leone,2019,18plus,f
Sierra Leone,2019,18plus,m
Sierra Leone,2019,25-34,f
Sierra Leone,2019,25-34,m
Sierra Leone,2019,35-44,f
Sierra Leone,2019,35-44,m
Sierra Leone,2019,45-54,f
Sierra Leone,2019,45-54,m
Sierra Leone,2019,14-May,f
Sierra Leone,2019,14-May,m
Sierra Leone,2019,55-64,f
Sierra Leone,2019,55-64,m
Sierra Leone,2019,65plus,f
Sierra Leone,2019,65plus,m
Sierra Leone,2019,all,a
Sierra Leone,2019,all,a
Sierra Leone,2019,all,a
Sierra Leone,2019,all,f
Sierra Leone,2019,all,m
Singapore,2019,0-14,a
Singapore,2019,0-14,f
Singapore,2019,0-14,m
Singapore,2019,0-4,f
Singapore,2019,0-4,m
Singapore,2019,15-24,f
Singapore,2019,15-24,m
Singapore,2019,15plus,a
Singapore,2019,15plus,a
Singapore,2019,15plus,a
Singapore,2019,15plus,f
Singapore,2019,15plus,f
Singapore,2019,15plus,f
Singapore,2019,15plus,m
Singapore,2019,15plus,m
Singapore,2019,15plus,m
Singapore,2019,18plus,a
Singapore,2019,18plus,f
Singapore,2019,18plus,m
Singapore,2019,25-34,f
Singapore,2019,25-34,m
Singapore,2019,35-44,f
Singapore,2019,35-44,m
Singapore,2019,45-54,f
Singapore,2019,45-54,m
Singapore,2019,14-May,f
Singapore,2019,14-May,m
Singapore,2019,55-64,f
Singapore,2019,55-64,m
Singapore,2019,65plus,f
Singapore,2019,65plus,m
Singapore,2019,all,a
Singapore,2019,all,a
Singapore,2019,all,f
Singapore,2019,all,m
Sint Maarten (Dutch part),2019,0-14,a
Sint Maarten (Dutch part),2019,0-14,f
Sint Maarten (Dutch part),2019,0-14,m
Sint Maarten (Dutch part),2019,0-4,f
Sint Maarten (Dutch part),2019,0-4,m
Sint Maarten (Dutch part),2019,15-24,f
Sint Maarten (Dutch part),2019,15-24,m
Sint Maarten (Dutch part),2019,15plus,a
Sint Maarten (Dutch part),2019,15plus,f
Sint Maarten (Dutch part),2019,15plus,m
Sint Maarten (Dutch part),2019,25-34,f
Sint Maarten (Dutch part),2019,25-34,m
Sint Maarten (Dutch part),2019,35-44,f
Sint Maarten (Dutch part),2019,35-44,m
Sint Maarten (Dutch part),2019,45-54,f
Sint Maarten (Dutch part),2019,45-54,m
Sint Maarten (Dutch part),2019,14-May,f
Sint Maarten (Dutch part),2019,14-May,m
Sint Maarten (Dutch part),2019,55-64,f
Sint Maarten (Dutch part),2019,55-64,m
Sint Maarten (Dutch part),2019,65plus,f
Sint Maarten (Dutch part),2019,65plus,m
Sint Maarten (Dutch part),2019,all,a
Sint Maarten (Dutch part),2019,all,f
Sint Maarten (Dutch part),2019,all,m
Slovakia,2019,0-14,a
Slovakia,2019,0-14,f
Slovakia,2019,0-14,m
Slovakia,2019,0-4,f
Slovakia,2019,0-4,m
Slovakia,2019,15-24,f
Slovakia,2019,15-24,m
Slovakia,2019,15plus,a
Slovakia,2019,15plus,a
Slovakia,2019,15plus,a
Slovakia,2019,15plus,f
Slovakia,2019,15plus,f
Slovakia,2019,15plus,f
Slovakia,2019,15plus,m
Slovakia,2019,15plus,m
Slovakia,2019,15plus,m
Slovakia,2019,18plus,a
Slovakia,2019,18plus,f
Slovakia,2019,18plus,m
Slovakia,2019,25-34,f
Slovakia,2019,25-34,m
Slovakia,2019,35-44,f
Slovakia,2019,35-44,m
Slovakia,2019,45-54,f
Slovakia,2019,45-54,m
Slovakia,2019,14-May,f
Slovakia,2019,14-May,m
Slovakia,2019,55-64,f
Slovakia,2019,55-64,m
Slovakia,2019,65plus,f
Slovakia,2019,65plus,m
Slovakia,2019,all,a
Slovakia,2019,all,a
Slovakia,2019,all,a
Slovakia,2019,all,f
Slovakia,2019,all,m
Slovenia,2019,0-14,a
Slovenia,2019,0-14,f
Slovenia,2019,0-14,m
Slovenia,2019,0-4,f
Slovenia,2019,0-4,m
Slovenia,2019,15-24,f
Slovenia,2019,15-24,m
Slovenia,2019,15plus,a
Slovenia,2019,15plus,a
Slovenia,2019,15plus,a
Slovenia,2019,15plus,f
Slovenia,2019,15plus,f
Slovenia,2019,15plus,f
Slovenia,2019,15plus,m
Slovenia,2019,15plus,m
Slovenia,2019,15plus,m
Slovenia,2019,18plus,a
Slovenia,2019,18plus,f
Slovenia,2019,18plus,m
Slovenia,2019,25-34,f
Slovenia,2019,25-34,m
Slovenia,2019,35-44,f
Slovenia,2019,35-44,m
Slovenia,2019,45-54,f
Slovenia,2019,45-54,m
Slovenia,2019,14-May,f
Slovenia,2019,14-May,m
Slovenia,2019,55-64,f
Slovenia,2019,55-64,m
Slovenia,2019,65plus,f
Slovenia,2019,65plus,m
Slovenia,2019,all,a
Slovenia,2019,all,a
Slovenia,2019,all,a
Slovenia,2019,all,f
Slovenia,2019,all,m
Solomon Islands,2019,0-14,a
Solomon Islands,2019,0-14,f
Solomon Islands,2019,0-14,m
Solomon Islands,2019,0-4,f
Solomon Islands,2019,0-4,m
Solomon Islands,2019,15-24,f
Solomon Islands,2019,15-24,m
Solomon Islands,2019,15plus,a
Solomon Islands,2019,15plus,a
Solomon Islands,2019,15plus,a
Solomon Islands,2019,15plus,f
Solomon Islands,2019,15plus,f
Solomon Islands,2019,15plus,f
Solomon Islands,2019,15plus,m
Solomon Islands,2019,15plus,m
Solomon Islands,2019,15plus,m
Solomon Islands,2019,18plus,a
Solomon Islands,2019,18plus,f
Solomon Islands,2019,18plus,m
Solomon Islands,2019,25-34,f
Solomon Islands,2019,25-34,m
Solomon Islands,2019,35-44,f
Solomon Islands,2019,35-44,m
Solomon Islands,2019,45-54,f
Solomon Islands,2019,45-54,m
Solomon Islands,2019,14-May,f
Solomon Islands,2019,14-May,m
Solomon Islands,2019,55-64,f
Solomon Islands,2019,55-64,m
Solomon Islands,2019,65plus,f
Solomon Islands,2019,65plus,m
Solomon Islands,2019,all,a
Solomon Islands,2019,all,a
Solomon Islands,2019,all,f
Solomon Islands,2019,all,m
Somalia,2019,0-14,a
Somalia,2019,0-14,f
Somalia,2019,0-14,m
Somalia,2019,0-4,f
Somalia,2019,0-4,m
Somalia,2019,15-24,f
Somalia,2019,15-24,m
Somalia,2019,15plus,a
Somalia,2019,15plus,a
Somalia,2019,15plus,f
Somalia,2019,15plus,f
Somalia,2019,15plus,m
Somalia,2019,15plus,m
Somalia,2019,18plus,a
Somalia,2019,18plus,f
Somalia,2019,18plus,m
Somalia,2019,25-34,f
Somalia,2019,25-34,m
Somalia,2019,35-44,f
Somalia,2019,35-44,m
Somalia,2019,45-54,f
Somalia,2019,45-54,m
Somalia,2019,14-May,f
Somalia,2019,14-May,m
Somalia,2019,55-64,f
Somalia,2019,55-64,m
Somalia,2019,65plus,f
Somalia,2019,65plus,m
Somalia,2019,all,a
Somalia,2019,all,a
Somalia,2019,all,f
Somalia,2019,all,m
South Africa,2019,0-14,a
South Africa,2019,0-14,f
South Africa,2019,0-14,m
South Africa,2019,0-4,f
South Africa,2019,0-4,m
South Africa,2019,15-24,f
South Africa,2019,15-24,m
South Africa,2019,15plus,a
South Africa,2019,15plus,a
South Africa,2019,15plus,a
South Africa,2019,15plus,f
South Africa,2019,15plus,f
South Africa,2019,15plus,f
South Africa,2019,15plus,m
South Africa,2019,15plus,m
South Africa,2019,15plus,m
South Africa,2019,18plus,a
South Africa,2019,18plus,f
South Africa,2019,18plus,m
South Africa,2019,25-34,f
South Africa,2019,25-34,m
South Africa,2019,35-44,f
South Africa,2019,35-44,m
South Africa,2019,45-54,f
South Africa,2019,45-54,m
South Africa,2019,14-May,f
South Africa,2019,14-May,m
South Africa,2019,55-64,f
South Africa,2019,55-64,m
South Africa,2019,65plus,f
South Africa,2019,65plus,m
South Africa,2019,all,a
South Africa,2019,all,a
South Africa,2019,all,a
South Africa,2019,all,f
South Africa,2019,all,m
South Sudan,2019,0-14,a
South Sudan,2019,0-14,f
South Sudan,2019,0-14,m
South Sudan,2019,0-4,f
South Sudan,2019,0-4,m
South Sudan,2019,15-24,f
South Sudan,2019,15-24,m
South Sudan,2019,15plus,a
South Sudan,2019,15plus,f
South Sudan,2019,15plus,m
South Sudan,2019,25-34,f
South Sudan,2019,25-34,m
South Sudan,2019,35-44,f
South Sudan,2019,35-44,m
South Sudan,2019,45-54,f
South Sudan,2019,45-54,m
South Sudan,2019,14-May,f
South Sudan,2019,14-May,m
South Sudan,2019,55-64,f
South Sudan,2019,55-64,m
South Sudan,2019,65plus,f
South Sudan,2019,65plus,m
South Sudan,2019,all,a
South Sudan,2019,all,f
South Sudan,2019,all,m
Spain,2019,0-14,a
Spain,2019,0-14,f
Spain,2019,0-14,m
Spain,2019,0-4,f
Spain,2019,0-4,m
Spain,2019,15-24,f
Spain,2019,15-24,m
Spain,2019,15plus,a
Spain,2019,15plus,a
Spain,2019,15plus,a
Spain,2019,15plus,f
Spain,2019,15plus,f
Spain,2019,15plus,f
Spain,2019,15plus,m
Spain,2019,15plus,m
Spain,2019,15plus,m
Spain,2019,18plus,a
Spain,2019,18plus,f
Spain,2019,18plus,m
Spain,2019,25-34,f
Spain,2019,25-34,m
Spain,2019,35-44,f
Spain,2019,35-44,m
Spain,2019,45-54,f
Spain,2019,45-54,m
Spain,2019,14-May,f
Spain,2019,14-May,m
Spain,2019,55-64,f
Spain,2019,55-64,m
Spain,2019,65plus,f
Spain,2019,65plus,m
Spain,2019,all,a
Spain,2019,all,a
Spain,2019,all,a
Spain,2019,all,f
Spain,2019,all,m
Sri Lanka,2019,0-14,a
Sri Lanka,2019,0-14,f
Sri Lanka,2019,0-14,m
Sri Lanka,2019,0-4,f
Sri Lanka,2019,0-4,m
Sri Lanka,2019,15-24,f
Sri Lanka,2019,15-24,m
Sri Lanka,2019,15plus,a
Sri Lanka,2019,15plus,a
Sri Lanka,2019,15plus,a
Sri Lanka,2019,15plus,f
Sri Lanka,2019,15plus,f
Sri Lanka,2019,15plus,f
Sri Lanka,2019,15plus,m
Sri Lanka,2019,15plus,m
Sri Lanka,2019,15plus,m
Sri Lanka,2019,18plus,a
Sri Lanka,2019,18plus,f
Sri Lanka,2019,18plus,m
Sri Lanka,2019,25-34,f
Sri Lanka,2019,25-34,m
Sri Lanka,2019,35-44,f
Sri Lanka,2019,35-44,m
Sri Lanka,2019,45-54,f
Sri Lanka,2019,45-54,m
Sri Lanka,2019,14-May,f
Sri Lanka,2019,14-May,m
Sri Lanka,2019,55-64,f
Sri Lanka,2019,55-64,m
Sri Lanka,2019,65plus,f
Sri Lanka,2019,65plus,m
Sri Lanka,2019,all,a
Sri Lanka,2019,all,a
Sri Lanka,2019,all,a
Sri Lanka,2019,all,f
Sri Lanka,2019,all,m
Sudan,2019,0-14,a
Sudan,2019,0-14,f
Sudan,2019,0-14,m
Sudan,2019,0-4,f
Sudan,2019,0-4,m
Sudan,2019,15-24,f
Sudan,2019,15-24,m
Sudan,2019,15plus,a
Sudan,2019,15plus,a
Sudan,2019,15plus,f
Sudan,2019,15plus,f
Sudan,2019,15plus,m
Sudan,2019,15plus,m
Sudan,2019,18plus,a
Sudan,2019,18plus,f
Sudan,2019,18plus,m
Sudan,2019,25-34,f
Sudan,2019,25-34,m
Sudan,2019,35-44,f
Sudan,2019,35-44,m
Sudan,2019,45-54,f
Sudan,2019,45-54,m
Sudan,2019,14-May,f
Sudan,2019,14-May,m
Sudan,2019,55-64,f
Sudan,2019,55-64,m
Sudan,2019,65plus,f
Sudan,2019,65plus,m
Sudan,2019,all,a
Sudan,2019,all,a
Sudan,2019,all,a
Sudan,2019,all,f
Sudan,2019,all,m
Suriname,2019,0-14,a
Suriname,2019,0-14,f
Suriname,2019,0-14,m
Suriname,2019,0-4,f
Suriname,2019,0-4,m
Suriname,2019,15-24,f
Suriname,2019,15-24,m
Suriname,2019,15plus,a
Suriname,2019,15plus,a
Suriname,2019,15plus,f
Suriname,2019,15plus,f
Suriname,2019,15plus,m
Suriname,2019,15plus,m
Suriname,2019,18plus,a
Suriname,2019,18plus,f
Suriname,2019,18plus,m
Suriname,2019,25-34,f
Suriname,2019,25-34,m
Suriname,2019,35-44,f
Suriname,2019,35-44,m
Suriname,2019,45-54,f
Suriname,2019,45-54,m
Suriname,2019,14-May,f
Suriname,2019,14-May,m
Suriname,2019,55-64,f
Suriname,2019,55-64,m
Suriname,2019,65plus,f
Suriname,2019,65plus,m
Suriname,2019,all,a
Suriname,2019,all,a
Suriname,2019,all,a
Suriname,2019,all,f
Suriname,2019,all,m
Sweden,2019,0-14,a
Sweden,2019,0-14,f
Sweden,2019,0-14,m
Sweden,2019,0-4,f
Sweden,2019,0-4,m
Sweden,2019,15-24,f
Sweden,2019,15-24,m
Sweden,2019,15plus,a
Sweden,2019,15plus,a
Sweden,2019,15plus,a
Sweden,2019,15plus,f
Sweden,2019,15plus,f
Sweden,2019,15plus,f
Sweden,2019,15plus,m
Sweden,2019,15plus,m
Sweden,2019,15plus,m
Sweden,2019,18plus,a
Sweden,2019,18plus,f
Sweden,2019,18plus,m
Sweden,2019,25-34,f
Sweden,2019,25-34,m
Sweden,2019,35-44,f
Sweden,2019,35-44,m
Sweden,2019,45-54,f
Sweden,2019,45-54,m
Sweden,2019,14-May,f
Sweden,2019,14-May,m
Sweden,2019,55-64,f
Sweden,2019,55-64,m
Sweden,2019,65plus,f
Sweden,2019,65plus,m
Sweden,2019,all,a
Sweden,2019,all,a
Sweden,2019,all,a
Sweden,2019,all,f
Sweden,2019,all,m
Switzerland,2019,0-14,a
Switzerland,2019,0-14,f
Switzerland,2019,0-14,m
Switzerland,2019,0-4,f
Switzerland,2019,0-4,m
Switzerland,2019,15-24,f
Switzerland,2019,15-24,m
Switzerland,2019,15plus,a
Switzerland,2019,15plus,a
Switzerland,2019,15plus,a
Switzerland,2019,15plus,f
Switzerland,2019,15plus,f
Switzerland,2019,15plus,f
Switzerland,2019,15plus,m
Switzerland,2019,15plus,m
Switzerland,2019,15plus,m
Switzerland,2019,18plus,a
Switzerland,2019,18plus,f
Switzerland,2019,18plus,m
Switzerland,2019,25-34,f
Switzerland,2019,25-34,m
Switzerland,2019,35-44,f
Switzerland,2019,35-44,m
Switzerland,2019,45-54,f
Switzerland,2019,45-54,m
Switzerland,2019,14-May,f
Switzerland,2019,14-May,m
Switzerland,2019,55-64,f
Switzerland,2019,55-64,m
Switzerland,2019,65plus,f
Switzerland,2019,65plus,m
Switzerland,2019,all,a
Switzerland,2019,all,a
Switzerland,2019,all,a
Switzerland,2019,all,f
Switzerland,2019,all,m
Syrian Arab Republic,2019,0-14,a
Syrian Arab Republic,2019,0-14,f
Syrian Arab Republic,2019,0-14,m
Syrian Arab Republic,2019,0-4,f
Syrian Arab Republic,2019,0-4,m
Syrian Arab Republic,2019,15-24,f
Syrian Arab Republic,2019,15-24,m
Syrian Arab Republic,2019,15plus,a
Syrian Arab Republic,2019,15plus,a
Syrian Arab Republic,2019,15plus,f
Syrian Arab Republic,2019,15plus,f
Syrian Arab Republic,2019,15plus,m
Syrian Arab Republic,2019,15plus,m
Syrian Arab Republic,2019,18plus,a
Syrian Arab Republic,2019,18plus,f
Syrian Arab Republic,2019,18plus,m
Syrian Arab Republic,2019,25-34,f
Syrian Arab Republic,2019,25-34,m
Syrian Arab Republic,2019,35-44,f
Syrian Arab Republic,2019,35-44,m
Syrian Arab Republic,2019,45-54,f
Syrian Arab Republic,2019,45-54,m
Syrian Arab Republic,2019,14-May,f
Syrian Arab Republic,2019,14-May,m
Syrian Arab Republic,2019,55-64,f
Syrian Arab Republic,2019,55-64,m
Syrian Arab Republic,2019,65plus,f
Syrian Arab Republic,2019,65plus,m
Syrian Arab Republic,2019,all,a
Syrian Arab Republic,2019,all,a
Syrian Arab Republic,2019,all,f
Syrian Arab Republic,2019,all,m
Tajikistan,2019,0-14,a
Tajikistan,2019,0-14,f
Tajikistan,2019,0-14,m
Tajikistan,2019,0-4,f
Tajikistan,2019,0-4,m
Tajikistan,2019,15-24,f
Tajikistan,2019,15-24,m
Tajikistan,2019,15plus,a
Tajikistan,2019,15plus,a
Tajikistan,2019,15plus,f
Tajikistan,2019,15plus,f
Tajikistan,2019,15plus,m
Tajikistan,2019,15plus,m
Tajikistan,2019,18plus,a
Tajikistan,2019,18plus,f
Tajikistan,2019,18plus,m
Tajikistan,2019,25-34,f
Tajikistan,2019,25-34,m
Tajikistan,2019,35-44,f
Tajikistan,2019,35-44,m
Tajikistan,2019,45-54,f
Tajikistan,2019,45-54,m
Tajikistan,2019,14-May,f
Tajikistan,2019,14-May,m
Tajikistan,2019,55-64,f
Tajikistan,2019,55-64,m
Tajikistan,2019,65plus,f
Tajikistan,2019,65plus,m
Tajikistan,2019,all,a
Tajikistan,2019,all,a
Tajikistan,2019,all,f
Tajikistan,2019,all,m
Thailand,2019,0-14,a
Thailand,2019,0-14,f
Thailand,2019,0-14,m
Thailand,2019,0-4,f
Thailand,2019,0-4,m
Thailand,2019,15-24,f
Thailand,2019,15-24,m
Thailand,2019,15plus,a
Thailand,2019,15plus,a
Thailand,2019,15plus,a
Thailand,2019,15plus,f
Thailand,2019,15plus,f
Thailand,2019,15plus,f
Thailand,2019,15plus,m
